,timestamp,open,high,low,close,volume,rsi,sma,ema_12,ema_26,macd,macd_signal
19,1733020200000.0,96188.8,96197.0,95744.4,95844.8,214.329,28.613609325204806,96546.96484375,96411.62578597224,96620.08028977634,-208.45450380409602,-124.18770765126104
20,1733022000000.0,95844.8,96283.5,95835.4,96108.0,80.43,35.32880629020728,96483.25055803571,96364.91412659189,96582.14841645957,-217.23428986768704,-142.79702409454626
21,1733023800000.0,96108.0,96521.9,96095.5,96403.5,121.025,42.68472900007013,96437.63616071429,96370.85041480852,96568.91520042553,-198.06478561701078,-153.85057639903917
22,1733025600000.0,96403.5,96464.8,96249.2,96464.8,913.947,42.642720692388664,96407.75725446429,96385.30371637644,96561.20273187548,-175.89901549904607,-158.26026421904055
23,1733027400000.0,96464.8,96585.0,96387.0,96572.1,96.578,42.53772926582859,96388.21428571429,96414.0418465493,96562.01005266249,-147.9682061131898,-156.2018525978704
24,1733029300000.0,96572.1,96581.5,96455.6,96481.2,117.994,41.85827828822966,96371.36439732143,96424.37435092633,96556.02435431712,-131.65000339079415,-151.29148275645517
25,1733031000000.0,96481.2,96540.0,96341.6,96384.7,123.447,38.72560443134413,96361.02176339286,96418.2710853992,96543.33389288622,-125.06280748701829,-146.0457477025678
26,1733032800000.0,96384.7,96560.9,96350.1,96435.5,102.522,40.68145473304102,96364.55747767857,96420.92168764547,96535.34619711687,-114.42450947139878,-139.721500056334
27,1733034600000.0,96435.5,96538.4,96379.5,96391.9,100.84,39.27201385952791,96358.60714285714,96416.45657223847,96524.72043714525,-108.26386490678124,-133.42997302642345
28,1733036300000.0,96391.9,96536.2,96366.0,96513.7,125.121,43.82939516771026,96347.65011160714,96431.41758035563,96523.90433994931,-92.4867595936812,-125.241330339875
29,1733038200000.0,96513.7,96565.0,96450.0,96525.4,97.511,44.60313657556715,96356.37834821429,96445.87617376246,96524.01501384196,-78.13884007949673,-115.82083228779936
30,1733040000000.0,96525.4,97241.5,96480.0,97018.5,205.103,54.522775072274825,96392.69252232143,96533.97214702977,96560.64353133514,-26.671384305373067,-97.9909426913141
31,1733041800000.0,97018.5,97233.0,96822.6,97100.1,185.862,58.84377217390883,96459.5,96621.06898017903,96600.6033854955,20.465594683526433,-74.299635216346
32,1733043600000.0,97100.1,97164.0,96923.2,96958.7,181.083,58.88213056753744,96514.49330357143,96673.01269476688,96627.12929212546,45.88340264141152,-50.263027644794505
33,1733045400000.0,96958.7,97094.2,96909.4,97090.8,132.872,59.421977759177324,96603.49330357143,96737.28718403351,96661.47503900506,75.8121450284525,-25.047993110145104
34,1733047200000.0,97090.8,97100.0,96828.4,96934.0,108.847,54.12938739100269,96662.49330357143,96767.55069418221,96681.66207315284,85.88862102937128,-2.8606702822418284
35,1733049000000.0,96934.0,96945.9,96585.1,96867.7,157.772,57.654674480641866,96695.65066964286,96782.95876046187,96695.44289180818,87.51586865368881,15.214637504944301
36,1733050800000.0,96867.7,97040.0,96867.7,97039.9,193.052,58.54679095185041,96736.72935267857,96822.48794154466,96720.95811741498,101.52982412968413,32.477674829892266
37,1733052600000.0,97039.9,97196.4,97039.3,97163.8,204.209,67.35589686792514,96778.99330357143,96874.9970082301,96753.7609883472,121.23601988289738,50.22934384049329
38,1733054400000.0,97163.8,97183.9,96959.7,97004.1,161.067,63.5267309741258,96816.34319196429,96894.85924734855,96772.30473458074,122.55451276780514,64.69437762595567
39,1733056100000.0,97004.1,97029.5,96830.0,96830.4,178.935,67.33149609977113,96848.17857142857,96884.94219967954,96776.60797183402,108.33422784552386,73.42234766986931
40,1733058000000.0,96830.4,97464.6,96711.3,97333.1,342.593,69.86941504121802,96912.29296875,96953.8897939596,96817.82971929076,136.0600746688433,85.94989306966411
41,1733059800000.0,97333.1,97426.2,97108.0,97127.2,215.975,62.088792608446,96964.81473214286,96980.55338335043,96840.74626786182,139.8071154886129,96.72133755345388
42,1733061600000.0,97127.2,97336.7,97029.2,97175.6,194.313,61.92472128947362,97012.09319196429,97010.56079552729,96865.55036376094,145.01043176634994,106.3791563960331
